,0_n,0_s,0_p,1_n,1_s,1_p,2_n,2_s,2_p,3_n,3_s,3_p,4_n,4_s,4_p,5_n,5_s,5_p,6_n,6_s,6_p,7_n,7_s,7_p,8_n,8_s,8_p,9_n,9_s,9_p,10_n,10_s,10_p,11_n,11_s,11_p,12_n,12_s,12_p,13_n,13_s,13_p
257,IL2RA,-0.5186111,0.7898879846341698,HAVCR2,-2.3461957,0.03702482018033027,AURKB,-0.3939694,0.8815896633523913,NINJ2,-1.1366566,0.4172728053341044,TBX21,-2.121487,0.0723737470267725,PASK,-0.861023,0.6061219397823939,IGKC,-1.294786,0.3656916237295613,IL1B,-0.5929318,0.8329023419015158,CXCR6,-0.29181284,0.9915941011923105,KLRC4,-0.23367107,0.9966164098819738,ZAP70,-1.8753936,0.1270838378646413,ICAM1,-1.8753315,0.12880010192892846,CLEC10A,-0.92934155,0.7268007067712733,ZNF683,-0.48262414,0.9979517131765093
258,BLNK,-0.54062504,0.7724005024161174,MS4A1,-2.3818974,0.03378494694905524,CD24,-0.39556137,0.8815896633523913,FUT4,-1.1494634,0.4118906792282825,IL1RN,-2.12859,0.07148201125219353,SNCA,-0.8668552,0.6034356534566676,CXCL2,-1.3601964,0.32975466946038645,JCHAIN,-0.6194417,0.8154297682801881,CR2,-0.29181284,0.9915941011923105,CXCL8,-0.23635077,0.9966164098819738,CD8B,-1.9136959,0.11766258007253015,CD8B,-1.8928795,0.12469397388022505,ZAP70,-0.9544967,0.703815115444723,MS4A1,-0.48775843,0.9979517131765093
259,CD70,-0.5621691,0.7579040305864821,TLR7,-2.4007592,0.03224795376174409,KLRC4,-0.4062024,0.8783468867413103,BPI,-1.1965812,0.38234690104767677,GIMAP2,-2.2477758,0.053366591898132955,FLT3,-0.88903755,0.5868654729255508,STAT1,-1.3640159,0.32899772598778143,CD24,-0.6279272,0.8130115512848253,IL2RA,-0.29949212,0.9915941011923105,EGR1,-0.25912833,0.9966164098819738,HAVCR2,-1.947086,0.10948940970092585,TBX21,-1.9699036,0.10489770216060999,HAVCR2,-0.9894343,0.6746660651711143,BIRC3,-0.5005942,0.9979517131765093
260,BTG1,-0.5772065,0.7468519099893409,ITGAE,-2.427516,0.03011002940509492,MCM4,-0.4231275,0.8679066970058728,IgD|IGHD|AHS0058|pAbO,-1.232278,0.3642658515125161,IGKC,-2.2642355,0.05140283751475128,FOXO1,-0.89058286,0.5868654729255508,IL15,-1.3804615,0.3207389890033372,B3GAT1,-0.66186917,0.7822130781842215,IL12RB2,-0.3071714,0.9915941011923105,CD70,-0.26287994,0.9966164098819738,LEF1,-1.9641726,0.10575976354427381,GAB2,-2.0000372,0.09821412001862649,LAIR2,-1.0010802,0.6662346358416383,FOXO1,-0.5185642,0.9979517131765093
261,UBE2C,-0.59340066,0.7348160338886327,CD161:HP-3G10|KLRB1|AHS0205|pAbO,-2.4760127,0.02644214959406651,CD70,-0.4569777,0.8415806657148528,SLC25A37,-1.2739959,0.340276850815609,IGBP1,-2.2651172,0.05140283751475128,C1QA,-0.89925635,0.5827696775776102,XBP1,-1.4307526,0.29349273568553375,THBS1,-0.68036175,0.7669711484812808,FOXP1,-0.32048216,0.9820899081510834,CTSD,-0.2634159,0.9966164098819738,PRDM1,-1.9888769,0.10031387384671882,LAIR2,-2.0014756,0.09821412001862649,TRDC,-1.0027106,0.6662346358416383,IL1RN,-0.5236985,0.9979517131765093
262,CR2,-0.59340066,0.7348160338886327,VEGFA,-2.507203,0.024338157278696718,TOP2A,-0.46594298,0.8358868395006622,CCR7,-1.2879018,0.33483112330726705,CLEC10A,-2.3790123,0.03828383313546385,TRAT1,-0.9054375,0.5800776623716021,FCER2,-1.4433784,0.2879472318808599,KLRC1,-0.6958112,0.7547954681957151,TOP2A,-0.34556782,0.9728900327663826,CD28,-0.26703352,0.9966164098819738,TCF7,-1.9992712,0.09839279917492853,ZAP70,-2.0145645,0.09589153632084509,GAB2,-1.0178503,0.6560918744482221,GZMK,-0.5262657,0.9979517131765093
263,IL12RB2,-0.6246323,0.7142851039686029,CLEC4D,-2.5551941,0.021435874433038255,MCM2,-0.47298113,0.8319886889832798,SNCA,-1.3117474,0.3236777948464749,ADGRE1,-2.39268,0.03708770772557192,SLC25A37,-0.90982413,0.5800776623716021,CCL3,-1.4542006,0.2834447749989021,FLT3,-0.7382387,0.7224258384597156,C1QA,-0.35414302,0.9690106435263469,CXCR6,-0.2774844,0.9966164098819738,RNASE2,-2.132404,0.07155981972161043,CD56:NCAM16.2|NCAM1|AHS0019|pAbO,-2.0225475,0.09458541281998863,BCL11B,-1.0353191,0.6487414018383706,TNF,-0.5484532,0.9979517131765093
264,CXCL8,-0.63471746,0.7077556977881932,ARL4C,-2.588251,0.019678780783176128,CR2,-0.48236534,0.825900150752136,CD1C,-1.3332515,0.3140899264668026,TNF,-2.4087965,0.03568375713137819,PAX5,-0.92991287,0.5660858877326727,TCF7,-1.4582324,0.2826258848036974,IL18R1,-0.7467242,0.7171191594164439,TNFRSF13C,-0.3609264,0.9670198748929628,CR2,-0.2774844,0.9966164098819738,ICAM1,-2.1390963,0.07075171310018588,BCL6,-2.02564,0.09439508142600575,FAM65B,-1.0483625,0.6395318073004849,CXCL8,-0.5629392,0.9979517131765093
265,KIAA0101,-0.6425254,0.7047260355239864,CD8:SK1|CD8A|AHS0228|pAbO,-2.6076188,0.018693052320733095,CXCR6,-0.48236534,0.825900150752136,BAX,-1.3347329,0.3140899264668026,CXCR5|CXCR5|AHS0039|pAbO,-2.414969,0.03527753864898602,IFITM3,-0.99845374,0.5149533052786719,CXCR5,-1.5098498,0.25712188204296577,CD63,-0.7518155,0.7150469065142382,KIAA0101,-0.3609264,0.9670198748929628,IL2RA,-0.2847866,0.9966164098819738,LAIR2,-2.187081,0.06303513063390205,F13A1,-2.0348456,0.09283424420004711,TARP_refseq,-1.0679276,0.6297605350354948,LGALS9,-0.56312263,0.9979517131765093
266,MYC,-0.64971876,0.7015884898985548,IL1RN,-2.773215,0.011495536587383438,IL12RB2,-0.507753,0.8075846130408064,IL3RA,-1.4192677,0.27285391997643327,IGHM_membrane,-2.4311838,0.03392391555123619,BCL11B,-1.0188913,0.5030714137445388,IGHD_membrane,-1.516481,0.2550448500345477,SLC25A37,-0.76498264,0.7053190711433748,BLNK,-0.37321326,0.9610226227920857,LAMP1,-0.28920814,0.9966164098819738,KDELR1,-2.2104328,0.05971166621909965,HAVCR2,-2.0889277,0.08185467186393253,VNN2,-1.0760797,0.6250640210539958,FAS,-0.57760864,0.9979517131765093
267,IGHG1_secreted,-0.6575267,0.6970691165301474,IL15RA,-2.900621,0.0077922575736287854,CCR5,-0.5115234,0.8067068524775161,MS4A1,-1.4402939,0.2634137219476678,NINJ2,-2.6049411,0.020828406294539883,CD11c:B-LY6|ITGAX|AHS0056|pAbO,-1.0352415,0.4924775476123248,HLA-A,-1.5273563,0.2508852294503174,PAX5,-0.77218074,0.7012617977435589,TYMS,-0.376285,0.9610226227920857,IL12RB2,-0.29208884,0.9966164098819738,IGBP1,-2.2547867,0.053835319106848536,RNASE2,-2.1092086,0.07829694889239557,IL18,-1.100536,0.6044166225888397,CLEC10A,-0.5853101,0.9979517131765093
268,MCM2,-0.66135836,0.6960405176294711,BCL6,-2.9827192,0.006039669253850689,IKZF1,-0.51219374,0.8067068524775161,VPREB3,-1.4407717,0.2634137219476678,TSPAN32,-2.670535,0.017261471176267144,BPI,-1.1320461,0.4272639689579954,CNOT2,-1.5329264,0.24936555271264044,KLRC3,-0.78066623,0.6971003350711182,IGHG2_secreted,-0.37647694,0.9610226227920857,CMTM2,-0.29208884,0.9966164098819738,CXCL5,-2.3035545,0.04763211866734993,ADA,-2.2160785,0.06082645962012518,CXCR4,-1.1207999,0.5914265491647438,TIGIT,-0.6058473,0.9979517131765093
269,TYMS,-0.6749137,0.6888178225264088,PDIA4,-3.075201,0.004470163703724678,BLNK,-0.566153,0.76673105111902,IGHM_secreted,-1.4538653,0.2589622974549143,IL18,-2.6881213,0.016470196220731488,CD1C,-1.1384267,0.42455708107144224,TNFRSF8,-1.6143049,0.21397151192176894,KIR2DL1,-0.7976372,0.6855061907319232,MCM4,-0.38396427,0.9597651512992048,CXCR2,-0.3305427,0.9966164098819738,CXCL8,-2.3556685,0.0419093158676593,APOBEC3G,-2.2406745,0.057411477282858885,AQP9,-1.1209164,0.5914265491647438,IL15RA,-0.61868304,0.9979517131765093
270,EGR3,-0.6754198,0.6888178225264088,TRDC,-3.0883074,0.004300025465113161,PCNA,-0.5672422,0.76673105111902,CXCR5,-1.4656687,0.2543115232975012,CD8:SK1|CD8A|AHS0228|pAbO,-2.6990454,0.016029250636270642,STAT3,-1.2008363,0.3858617617628686,CD22,-1.6143049,0.21397151192176894,BTLA,-0.8061227,0.680278622722346,CASP5,-0.4146814,0.9350576412448433,TNFRSF13C,-0.34320438,0.9966164098819738,MGST1,-2.3931878,0.03828480865393681,STAT1,-2.3525789,0.043219574507569976,ADGRE1,-1.1290685,0.590047670100154,TRDC,-0.63151884,0.9979517131765093
271,TOP2A,-0.7027113,0.6692250208321031,PSEN1,-3.1548493,0.003448267491837147,C1QA,-0.5835808,0.7558840227589672,TNFRSF8,-1.4725022,0.252110573739875,AQP9,-2.869423,0.009532864454736356,STAT1,-1.2419109,0.364258022599389,TLR7,-1.6238008,0.21195363522611932,CD9,-0.8272487,0.6724210024373498,CD160,-0.4146814,0.9350576412448433,PDCD1,-0.37971547,0.9966164098819738,CD52,-2.4243708,0.03534832749982103,CXCL8,-2.3531542,0.043219574507569976,TREM1,-1.1820573,0.5498332965535631,BCL11B,-0.65205604,0.9979517131765093
272,CD38,-0.7254844,0.6541342915303933,ICAM1,-3.1781447,0.003199686190717299,KIAA0101,-0.5966098,0.7465558947426362,BIRC3,-1.4971602,0.2414777472811014,CD40,-2.8976884,0.008814764870699062,TCL1A,-1.3031242,0.3300554946628496,F5,-1.6332967,0.2089094922362555,CBLB,-0.8342712,0.6702613828598865,CMKLR1,-0.4200569,0.9350576412448433,CD160,-0.39431992,0.9966164098819738,RNASE6,-2.4248693,0.03534832749982103,KDELR1,-2.383072,0.04025795852256703,JUN,-1.1932373,0.542701680143802,TARP_refseq,-0.67259324,0.9979517131765093
273,TNFRSF13C,-0.7339429,0.6491315385107848,CLEC10A,-3.2010124,0.0029720116390813222,TNFRSF13C,-0.5966098,0.7465558947426362,TCL1A,-1.505284,0.23875419760620856,F13A1,-2.8980315,0.008814764870699062,BIRC3,-1.3259546,0.3182309842059122,IGLC3,-1.6427926,0.20589823088426779,FASLG,-0.8400647,0.6675747501921263,CD200,-0.4223607,0.9350576412448433,CD200,-0.40162215,0.9966164098819738,STAT3,-2.531945,0.026597792120315832,CXCR6|CXCR6|AHS0148|pAbO,-2.5297847,0.02739181977341152,IL1B,-1.2146658,0.5263988210714377,NINJ2,-0.67259324,0.9979517131765093
274,CCR5,-0.8050093,0.5920422009774853,GZMA,-3.3658311,0.0016650205288337191,TYMS,-0.6219974,0.7305478820015273,IGLC3,-1.5176129,0.23412311508576603,STAT6,-2.9576976,0.00743870120839479,IL3RA,-1.3488846,0.3079515397123081,MS4A1,-1.6718109,0.1948542707451329,MZB1,-0.86552125,0.6467013419021078,IKZF2,-0.43003997,0.9322053404106829,IKZF2,-0.40892437,0.9966164098819738,PIK3AP1,-2.5534456,0.025155185325585194,CD8A,-2.5299284,0.02739181977341152,CXCL8,-1.2190912,0.525470037189014,EGR1,-0.67919445,0.9979517131765093
275,PDCD1,-0.812022,0.5883939256338787,PRF1,-3.3668423,0.0016650205288337191,BACH2,-0.6294126,0.7268155414103287,IL15RA,-1.5176129,0.23412311508576603,CD52,-2.9927235,0.006675268130082536,CCR7,-1.3648359,0.300428594817872,BIRC3,-1.7072481,0.18178978867614604,RORA,-0.86552125,0.6467013419021078,PTGDR2,-0.43003997,0.9322053404106829,CXCL13,-0.4162266,0.9966164098819738,LAT2,-2.6171644,0.021031840752638635,GNLY,-2.5316544,0.02739181977341152,F13A1,-1.2268939,0.522781433551107,IgD|IGHD|AHS0058|pAbO,-0.6867125,0.9979517131765093
276,CD160,-0.84325355,0.5653727421847562,IL18,-3.389321,0.0015452380594691876,FOXP1,-0.6394252,0.7227081519421135,PDIA6,-1.5395471,0.22626765764989554,HAVCR2,-2.997769,0.006604828300695709,VPREB3,-1.3693222,0.2992558831592162,CD27:M-T271|CD27|AHS0025|pAbO,-1.7139324,0.1801468846252078,IL18RAP,-0.88249224,0.6364642732575836,CD16:3G8|FCGR3A|AHS0053|pAbO,-0.43759125,0.9322053404106829,BACH2,-0.4235288,0.9932575056431633,CXCL16,-2.6213648,0.020895921572300125,MGST1,-2.5351064,0.02739181977341152,LY86,-1.2296889,0.522781433551107,LAG3,-0.6982647,0.9979517131765093
277,CD200,-0.8588694,0.5550116175069526,CCR7|CCR7|AHS0273|pAbO,-3.4225335,0.0013756790596194644,PDCD1,-0.6600789,0.7090611212568981,FOSB,-1.5477663,0.22362545500512138,TREM1,-3.0259368,0.006055601061048989,POU2AF1,-1.3897599,0.289472156126123,CLEC4D,-1.7282557,0.17563327641602966,PASK,-0.8834286,0.6364642732575836,BACH2,-0.44539854,0.9293783378345876,EOMES,-0.44543546,0.9732730034457494,KLRB1,-2.631332,0.020412219992365744,YBX3,-2.5586956,0.02582337839413333,HLA-DPA1,-1.2400538,0.5189458654539315,CD86,-0.70431584,0.9966717228658948
278,IKZF2,-0.8744852,0.5447428878512194,ADGRE1,-3.5106208,0.001007740564471899,PRDM1,-0.6651061,0.7069893939455797,IL15,-1.628765,0.19434108143372528,IL1B,-3.109411,0.004607469516928952,MYC,-1.4589986,0.2553364544624518,VEGFA,-1.7662394,0.1635291212351882,DUSP4,-0.89097774,0.6339998846759269,DPP4,-0.45307782,0.9251353109283709,TNFRSF4,-0.4527377,0.9689815953785295,PIK3IP1,-2.640516,0.019984730081574743,GZMH,-2.5642333,0.02556899668213527,IGBP1,-1.246692,0.5178627403616519,CD7,-0.7052327,0.9966717228658948
279,PTGDR2,-0.8744852,0.5447428878512194,JUN,-3.5553453,0.0008556284370847011,IGHG2_secreted,-0.67918247,0.6968559478458805,FCER2,-1.6343082,0.19393121074718708,STAT3,-3.1375785,0.0042122810217411445,LEF1,-1.4591482,0.2553364544624518,PDIA4,-1.8873521,0.1262727629521684,BCL2,-0.91889215,0.6114059248825565,CD28,-0.4607571,0.9233295921097725,FOXO1,-0.47464433,0.9490715038438254,GZMB,-2.6635118,0.01878007748487146,TIAF1,-2.564449,0.02556899668213527,LEF1,-1.2676545,0.5067146489286076,AQP9,-0.7059662,0.9966717228658948
280,CXCL13,-0.890101,0.5364505520820141,CD40,-3.6673892,0.0005616639780870488,CD160,-0.6854665,0.693669740659986,CXCL2,-1.6880684,0.1767318752354558,GAB2,-3.212284,0.0032760441121955273,CXCL2,-1.4731055,0.2518193431692596,FAM65B,-1.9215162,0.1173894774754886,IFNG,-0.9503763,0.5911178348767647,EOMES,-0.4684364,0.9186788699266648,FYN,-0.48610014,0.94034426791992,STAT5A,-2.6741908,0.018301322507599558,QPCT,-2.5673258,0.02556899668213527,RNASE2,-1.2717305,0.5061908574291397,ADGRE1,-0.71110046,0.9966717228658948
281,BACH2,-0.9057168,0.5265358886978928,CXCR6|CXCR6|AHS0148|pAbO,-3.7291477,0.00044793415255833504,CD200,-0.69816035,0.6848144657080714,CLEC4D,-1.7161193,0.17011135605966604,ICAM1,-3.250004,0.002888623393646093,EGR1,-1.4835737,0.2489920578700333,IL1RN,-1.9371659,0.11381920980048475,VEGFA,-0.9970758,0.5557303923296038,TNFRSF4,-0.47611567,0.9140237546061191,QPCT,-0.49869478,0.9338582380032865,APOBEC3G,-2.6891415,0.017606930802341318,PDIA4,-2.5958052,0.023914767658186353,TCF7,-1.2880348,0.4949411847521245,CD8B,-0.7188019,0.9966717228658948
282,DPP4,-0.9213326,0.5181698752052553,KDELR1,-3.782039,0.00036473574937055566,PTGDR2,-0.7108542,0.6759973486233513,F5,-1.7276837,0.1672699669702058,RNASE2,-3.2554908,0.002850877606981186,IGKC,-1.4838727,0.2489920578700333,CD48,-1.940455,0.1135551406360638,BPI,-1.0437168,0.5238939715305666,PTTG2,-0.49915352,0.8968322419357003,LTA,-0.5038532,0.9318242514810864,TNFSF8,-2.6908503,0.017606930802341318,KLRB1,-2.6027093,0.02358503504902518,ATF6B,-1.3010782,0.48665761040810696,TREM1,-0.7444734,0.9702540225737368
283,CD28,-0.9369484,0.5100513187112771,FYB,-3.820346,0.0003142885437445383,IKZF2,-0.7108542,0.6759973486233513,IGHD_membrane,-1.7438356,0.16237553163301435,VNN2,-3.284001,0.0025935744865557527,CD6,-1.5024161,0.24223118821469752,ATF6B,-1.9433726,0.11339159616024624,TCL1A,-1.0472865,0.5232465829338083,LTA,-0.5298707,0.8687509014164595,IGHA1_secreted,-0.5257599,0.9119942472198433,GNLY,-2.7200398,0.016238915389905653,STAT5A,-2.6054423,0.023544872059269095,STAT5A,-1.3048048,0.4864558794141945,PRDM1,-0.74704057,0.9702540225737368
284,EOMES,-0.95256424,0.5001829208568898,AQP9,-3.8608701,0.0002680083252562003,PTTG2,-0.71730584,0.6759973486233513,RPN2,-1.7514814,0.16130747068870474,CXCL5,-3.2870383,0.0025817990610594228,FAS,-1.5034629,0.24223118821469752,NINJ2,-1.943638,0.11339159616024624,CHI3L2,-1.0518512,0.5217907354130642,CD38,-0.53755,0.8640939639549446,JCHAIN,-0.5330621,0.9110833026317309,QPCT,-2.7619731,0.014469700856104797,CCL4,-2.7100828,0.017480699941917855,APOBEC3G,-1.3134228,0.48205331471636953,ZAP70,-0.7650106,0.9540011356095939
285,JCHAIN,-0.9595769,0.4967705062696809,IL1B,-4.0023155,0.00015054134906386952,CXCL13,-0.723548,0.6742677954078544,IGHM_membrane,-1.8079177,0.14334667344129615,GZMH,-3.3257382,0.0022771743429648036,ATF6B,-1.5150276,0.23848776267522004,IGHM_secreted,-1.9811971,0.10490930092743792,VPREB3,-1.1370573,0.459250419246596,JCHAIN,-0.5605878,0.8440001875631072,CD24,-0.5403643,0.9067542876392641,IL7R,-2.7748592,0.01399506372155556,IL7R,-2.7446754,0.01594379678887881,IL7R,-1.3716522,0.43666707038177344,IL1B,-0.7650106,0.9540011356095939
286,TNFRSF4,-0.96818,0.49219355956427563,EGR1,-4.00566,0.00014930509734849393,DPP4,-0.74893564,0.6543800789637401,CD22,-1.8278447,0.13784862416061297,ITGAE,-3.338377,0.0021899294251778267,IL15RA,-1.5457839,0.22552022007341394,LEF1,-2.0069795,0.09923238976895868,POU2AF1,-1.1540283,0.4485988137604534,CCR5,-0.5659633,0.843323246748334,B3GAT1,-0.5695732,0.8826563385202538,CD62L:DREG-56|SELL|AHS0049|pAbO,-2.7981396,0.013106462455257878,GZMB,-2.785237,0.014171009090990795,STAT6,-1.3846956,0.4317668024876122,CD40,-0.7752792,0.9509323282064361
287,LTA,-0.98455495,0.4837074275972362,F13A1,-4.0457563,0.00012666078354753549,CD28,-0.76162946,0.6479812041782237,TLR7,-1.8385968,0.13526433344776745,PRF1,-3.418275,0.0016588331156977224,FCER2,-1.553261,0.22321455915326543,IL15RA,-2.0189157,0.0969746837775166,KLRF1,-1.1854539,0.4276529358747521,CD24,-0.5682671,0.843323246748334,FOXP3,-0.5695732,0.8826563385202538,GZMH,-2.8021977,0.013024120726697388,PIK3IP1,-2.8258705,0.012573948167261822,CCL4,-1.3962251,0.42538377322636983,CCL4,-0.77729625,0.9509323282064361
288,IL1B,-0.9899771,0.48150772419018634,TREM1,-4.071463,0.00011482681599540489,EOMES,-0.7743233,0.6393063078945684,ATF6B,-1.8678423,0.12795885775259283,CD48,-3.5295248,0.0011029421638279054,CTLA4,-1.614574,0.19823023219534397,CLEC10A,-2.038491,0.09303489964490164,TNFRSF25,-1.1910135,0.42557372959085676,BTLA,-0.5705069,0.843323246748334,RORA,-0.57975614,0.8786523638400412,CD27,-2.8281124,0.012091100160571034,CD5,-2.921881,0.009400871477019382,GZMH,-1.4224283,0.407741924947943,HAVCR2,-0.79324925,0.9380328498261237
289,BIRC3,-1.0385958,0.44848917373473196,NAMPT,-4.085308,0.00010884535986915091,TNFRSF4,-0.7870171,0.6329457166952098,VEGFA,-1.8827995,0.12496838472802942,DUSP2,-3.5415757,0.0010606525845061046,CXCR5,-1.6247928,0.19592784849835865,IGHM_membrane,-2.084326,0.08369754895958674,CTLA4,-1.1999085,0.42112709406693516,FOXP3,-0.59898424,0.8207575980161269,BCL2,-0.58022505,0.8786523638400412,ADA,-2.8887696,0.010050633051890282,IGBP1,-2.9380627,0.00898335402777273,BCL6,-1.4587635,0.3831761870168942,LEF1,-0.79838353,0.93652088655359
290,CD24,-1.0649112,0.4319622177286321,CD8A,-4.0913754,0.000106682733410336,IGHA1_secreted,-0.8088857,0.6187717553796309,IGKC,-1.8838031,0.12496838472802942,CXCL8,-3.5464745,0.0010479766092785412,IGHD_membrane,-1.6351113,0.19271525158098268,HAVCR2,-2.156739,0.07151759532929751,TXK,-1.2813108,0.3727601673903924,B3GAT1,-0.59898424,0.8207575980161269,DUSP4,-0.59838015,0.8657575890912802,CCL4,-2.927784,0.008928587260979098,TNFSF8,-2.958703,0.008459474338982188,CD8A,-1.4662168,0.3802379483943062,CCR7|CCR7|AHS0273|pAbO,-0.7994838,0.93652088655359
291,FCER2,-1.0920943,0.4152406896636204,STAT5A,-4.2011247,6.688992431730639e-05,IL12RB1,-0.84085065,0.596263098686865,STAT1,-1.9211246,0.11621765686764232,TIAF1,-3.6263726,0.000776633878740088,IGLC3,-1.6447818,0.18979556782899107,IL18,-2.188834,0.06708295562978732,IGKC,-1.2879822,0.37113541492075874,CHI3L2,-0.59904826,0.8207575980161269,KLRC1,-0.5987821,0.8657575890912802,CD8A,-2.9320557,0.008863509097353593,CD134:ACT35|TNFRSF4|AHS0013|pAbO,-3.0061688,0.007393241229477138,QPCT,-1.4746019,0.3766473966925673,RNASE2,-0.8009507,0.93652088655359
292,IGHG2_secreted,-1.1063727,0.40734058779574817,APOBEC3G,-4.2039638,6.646626665026918e-05,CD62L:DREG-56|SELL|AHS0049|pAbO,-0.87214535,0.5725885219493277,IL1RN,-1.9577292,0.10850164499600358,ENTPD1,-3.6415584,0.0007370997127383154,SELL,-1.6518103,0.1879339922646836,IFITM2,-2.2137144,0.06331885325705477,XBP1,-1.295707,0.3684777700235034,KLRC1,-0.6297014,0.7992115219501581,PAX5,-0.6645021,0.8198355469865161,ARL4C,-2.9524882,0.008351389535166811,CXCL5,-3.0522683,0.006390660541862434,MGST1,-1.5285223,0.34148495914836796,TBX21,-0.80865216,0.93652088655359
293,B3GAT1,-1.218033,0.34496315811654543,RNASE2,-4.270661,5.032715359829157e-05,LTA,-0.8758739,0.5725885219493277,CD196|CCR6|AHS0034|pAbO,-2.018992,0.09488304006603146,BTG1,-3.7041152,0.0005887688102345182,IL15,-1.6597362,0.18574064605191962,ITGAE,-2.2339263,0.06045972148722268,CD22,-1.2991596,0.36793845861954944,DUSP4,-0.64384407,0.7911493829745194,KLRC3,-0.6718043,0.8158031851073616,CD244,-2.9642353,0.008091630748274752,CD244,-3.0826895,0.005812273981611242,BCL2A1,-1.5360922,0.3386829492136404,TCF7,-0.8112193,0.93652088655359
294,FOXP3,-1.218033,0.34496315811654543,TSPAN32,-4.286295,4.751567246652529e-05,FOXP3,-0.8838756,0.5693312947765203,TNFSF8,-2.025491,0.09392111792120748,RGS1,-3.784699,0.0004330279708838145,ICAM1,-1.68795,0.1759419432581775,STAT3,-2.2426796,0.059452251305343956,F5,-1.314024,0.3600278776074085,IL18R1,-0.6757771,0.7714633693807136,MYC,-0.68078136,0.8137119101382044,PDIA4,-3.000117,0.007244035074518433,LIPA,-3.1116004,0.00530902527181401,RPN2,-1.5603156,0.3249907017255698,LAIR2,-0.8214879,0.93652088655359
295,KLRC1,-1.2804961,0.3120276417764868,CCL4,-4.3156576,4.188672000705457e-05,B3GAT1,-0.8853838,0.5693312947765203,DOCK8,-2.2610798,0.05384311687007669,KDELR1,-3.811299,0.0003916755751553298,ITGA4,-1.7058953,0.17021445037441543,TIAF1,-2.2446954,0.059452251305343956,KLRG1,-1.3205782,0.3575114929543248,APOBEC3G,-0.69311947,0.7603042224347389,RNASE2,-0.6823222,0.8137119101382044,TSPAN32,-3.120008,0.004886440256465272,CD3G,-3.1225321,0.005151793138231588,KLRB1,-1.5692829,0.3213883231618239,APOBEC3G,-0.8225881,0.93652088655359
296,PAX5,-1.3268014,0.28963982149074374,ENTPD1,-4.3163576,4.188672000705457e-05,JCHAIN,-0.9266492,0.5431441686189201,CD79B,-2.2768495,0.05195781578657366,CCL5,-3.8922749,0.0002833422473560259,ICOS,-1.7358041,0.16047705534419832,PIK3IP1,-2.263528,0.05698276441642811,IGLC3,-1.325611,0.3559772498692704,PASK,-0.69484735,0.7603042224347389,KIR2DL1,-0.68640876,0.8137119101382044,CD5,-3.2376204,0.0032784444262603904,CXCL16,-3.2219226,0.0036845450106195404,CD3:UCHT1|CD3E|AHS0231|pAbO,-1.6201754,0.2939684846914079,GITR|TNFRSF18|AHS0104|pAbO,-0.8361573,0.92910222829568
297,FASLG,-1.3631299,0.27333090606727095,GAB2,-4.3281417,4.0099426572253395e-05,KLRC1,-0.9353212,0.5382871486163062,BIN2,-2.30318,0.04875077386258471,CD79B,-3.9041297,0.00027170810151643123,TNFRSF8,-1.7371998,0.16047705534419832,MYC,-2.279443,0.0556471274877413,CXCR5,-1.3491949,0.3444187971188361,IRF4,-0.69574326,0.7603042224347389,FASLG,-0.7229199,0.7952260729438808,LIPA,-3.2695153,0.0029499735609553736,LAT2,-3.247094,0.0033977639956705706,RUNX3,-1.6447482,0.28339494651457436,CD56:NCAM16.2|NCAM1|AHS0019|pAbO,-0.84514236,0.922709088317375
298,IL18R1,-1.374191,0.2689027842463966,IGBP1,-4.36676,3.3848753233125014e-05,PAX5,-1.0494399,0.4595481772286186,CLEC10A,-2.4514623,0.03317088070662279,MGST1,-3.9128494,0.00026393673999951884,CD22,-1.7371998,0.16047705534419832,KDELR1,-2.3234212,0.049841604286867056,STAT4,-1.3809717,0.3297264570297485,PAX5,-0.6988149,0.7603042224347389,BPI,-0.7362514,0.7879652772575064,CD3G,-3.3079603,0.002590749651107442,DOCK8,-3.2930493,0.0029090418720686085,GZMB,-1.6793365,0.26558940751100224,CXCR6|CXCR6|AHS0148|pAbO,-0.86109537,0.9073582762393211
